"Position [1.0, 0.0, 0.0] (m)-Assembly 1.channel: int_1 [In-place 1]","Mass Flow Rate-Assembly 1.channel: int_1 [In-place 1] (kg/s)","Position [1.0, 0.0, 0.0] (m)-Assembly 1.channel: int_2 [In-place 2]","Mass Flow Rate-Assembly 1.channel: int_2 [In-place 2] (kg/s)"
0.03668088104030524,-4.4846822788713325E-7,0.025224568965568163,2.3004857041541982E-7
0.03669456323396066,-8.090257779258536E-7,0.025198918200439492,5.524404400603089E-7
0.03665915680560682,-6.334632303151011E-7,0.025172958532115104,5.441507937575807E-7
0.03671526843952495,-3.633049630025198E-7,0.02523405539250146,3.2026974849941325E-7
0.03668477996175902,-9.135384857472673E-7,0.02521026253462569,7.173816811700817E-7
0.03667504496839613,-8.618784477221197E-7,0.02524688205780608,4.500946602092881E-7
0.036698764253908216,-3.93561663258879E-7,0.025210128000365633,5.791047215097933E-7
0.036734586690396226,-2.2753020800792E-7,0.025195515937629517,3.085401090174855E-7
0.036729296595694044,-3.507258838908456E-7,0.02520698551457441,4.79920458928973E-7
0.0367658948853326,-2.2484201167571882E-7,0.02522679801671356,8.493347536386864E-7
0.036788968538840776,-6.604065561077732E-8,0.025196040968960963,5.830769964632054E-7
0.03669761409339389,-6.404255827874294E-7,0.025160237055132085,4.5721031938228407E-7
0.03670179810425704,-5.663758315677114E-7,0.0251840953157175,2.9984136062921607E-7
0.03672280712054318,-5.554882136493688E-7,0.025177590356097106,5.501082682712877E-7
0.03678338224036985,-3.574560878405464E-7,0.025080532647105504,1.61467980319685E-7
0.03681121414120717,-2.5714672347021406E-7,0.025114309051783627,7.54443419737072E-7
0.03673044895214299,-3.5632871231428E-7,0.025131995453045806,6.173872293402383E-7
0.03683807104757266,-2.7079732944912394E-7,0.02516809516005126,4.819113996745727E-7
0.036712183286269046,-8.64279229517706E-7,0.025112405175268086,2.830649066254409E-7
0.036743492236094175,-7.035916951281251E-7,0.025144031678332464,8.047472874750383E-7
0.03674274160242001,-6.041605615791923E-7,0.025178708991627684,6.946870598767418E-7
0.03675941405470332,-5.698556151401135E-7,0.025069828268445966,1.4345354770739505E-7
0.036760102730725185,-7.140119464565942E-7,0.025091808489619716,3.699874753237964E-7
0.036756525364789544,-5.586655333900126E-7,0.025121463688455057,5.809867502648558E-7
0.03672610193268665,-5.7007184750546E-7,0.02509031870652239,4.1787106397350726E-7
0.036747385846821044,-8.106978270916443E-7,0.025070808873988444,1.4578344575966184E-7
0.03674748802347739,-3.6304280115473375E-7,0.025067776322559635,2.187143799403657E-8
0.03681010266203982,-2.0324651472947153E-7,0.025063326924126418,1.742157884621065E-8
0.036836647007730094,-2.9543113555519085E-7,0.025065332980888564,4.154771104936117E-8
0.03675790335360791,-5.674260705745837E-7,0.025071144475190807,6.820246767347271E-8
0.036789130174531184,-4.689291870363377E-7,0.02527074083636917,2.7926205348194344E-7
0.03673124465891091,-6.589921781596786E-7,0.025291093998787668,5.90428840041568E-7
0.03675015479546219,-4.963117135048378E-7,0.025270153534301492,5.005154548598512E-7
0.036772695899740415,-5.242511065262079E-7,0.025218790808792253,4.958883437211625E-7
0.036801647427906745,-5.695537197425438E-7,0.025200034328998075,5.599752057605656E-7
0.036782221618020354,-6.008501145515766E-7,0.025184514877589635,6.017239684297238E-7
0.03681507390573603,-8.289231345770531E-7,0.02525428220064705,6.079703780415002E-7
0.036866409671868834,-2.3627418954674795E-7,0.025237739690961058,5.165291554476426E-7
0.03684693959065053,-6.043205758032855E-7,0.02518593450448546,6.209211846908147E-7
0.03689551395656023,-2.0996401417505695E-7,0.025152924899911364,6.76381318953645E-7
0.0369187612006952,-9.061195527237942E-8,0.025158093749395663,8.496562031723442E-7
0.0369801873485921,-9.140263301787854E-8,0.02514993430050876,3.9231639448189526E-7
0.03698645085433725,-6.709188227205232E-8,0.025090104417861442,2.87348399297116E-7
0.03698388022477122,-1.5842562817169892E-8,0.02509255725930009,6.865014938739478E-7
0.03698420551695057,-8.066619727742363E-8,0.025122742397712953,6.264581315917894E-7
0.03686646286489543,-3.2238125413641683E-7,0.025125086911687928,3.606532175126631E-7
0.03689114815732812,-1.6562090365823678E-7,0.02514770650422567,7.834428288333584E-7
0.03691276126215416,-3.152261456307315E-7,0.02511425601850343,3.437641566961247E-7
0.036824624469254025,-3.2674472549842903E-7,0.024377852923651303,2.5968742534132616E-7
0.0367941007167883,-8.300812055495044E-7,0.024369838552947377,5.590495177898447E-8
0.03676837542287869,-5.623404604193638E-7,0.0243749474693429,1.582443047709603E-7
0.03679561793827475,-6.045896157047537E-7,0.024380241131939998,1.6777089228980913E-7
0.0367728481479195,-3.40669515708214E-7,0.024387661499986224,1.5555336574379908E-8
0.0367709213609142,-5.749320735048968E-7,0.02438197381033715,3.4291293360411146E-8
0.036803206629415844,-8.558859008189756E-7,0.02438393241583782,7.168817717229103E-8
0.036800675961736716,-3.202181915185065E-7,0.024358550577220733,6.539054311360815E-7
0.03679332762531797,-4.116629099826241E-7,0.024370438028668534,2.1988709875131462E-7
0.036850807628071594,-5.575677164415538E-7,0.024357396216207406,3.398745320737362E-7
0.03907904890547639,-3.550123608420108E-7,0.024346538507325245,4.205134871426708E-7
0.03678319893441464,-4.874825663137017E-7,0.02435459702339746,1.7106845007219817E-7
0.03680027628794764,-5.577572324000357E-7,0.024332883870691015,4.661252717141906E-7
0.03676559045177018,-5.039283337282541E-7,0.024353597496852362,4.013015768578043E-7
0.03679017361889964,-8.079879876277118E-7,0.02433649040237933,1.7008396469009313E-7
0.0368188270711043,-3.4852195085477433E-7,0.024300906111127667,6.621640977755305E-7
0.03683209591270507,-5.676495220541256E-7,0.024328146911412888,5.078270532976603E-7
0.03686245722297819,-7.098705054886523E-7,0.024328810213864606,4.6314602286656736E-7
0.03682465764380884,-5.12734686708427E-7,0.024355926976000093,4.535682762707438E-7
0.036823524828156345,-6.896727313687734E-7,0.024311750422969118,2.092212838533669E-7
0.03683454116196903,-5.015061788071762E-7,0.024326391404947016,6.278799560277548E-7
0.036857501531461105,-5.515233283404086E-7,0.024332205171898314,4.1858439203679154E-7
0.036962309540799695,-2.844233506493765E-7,0.024335780691425758,2.0964135671874828E-7
0.03695536332426245,-9.153759350510882E-8,0.02435601608516594,2.071237759082578E-7
0.0368672797569671,-5.778626928076847E-7,0.02431344938476849,4.4612767169383005E-7
0.03684814768310562,-4.552388475076441E-7,0.024307586379595705,5.48909952158283E-7
0.03697310815028577,-3.301388744603173E-7,0.024278207595101135,5.561886382565717E-7
0.03698439880240269,-1.018384807593975E-7,0.02423785143666355,8.810626184185821E-8
0.036883022152939315,-3.282160605522222E-7,0.02431948030942789,6.095579152542996E-8
