cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity
      1154, 7.000000216E-03,-4.071995616E-03,-4.814678803E-03,-5.153257847E+00
      1155, 7.000000216E-03,-4.133657087E-03,-4.766799510E-03,-1.124643445E+00
      1156, 7.000000216E-03,-4.131315276E-03,-4.777542315E-03,-2.826151848E+00
      1157, 7.000000216E-03,-4.128504544E-03,-4.790433217E-03,-3.861399651E+00
      1158, 7.000000216E-03,-4.125131760E-03,-4.805902019E-03,-4.572640419E+00
      1159, 7.000000216E-03,-4.121084698E-03,-4.824465141E-03,-5.115169048E+00
      1160, 7.000000216E-03,-4.177806899E-03,-4.785035737E-03,-1.062951565E+00
      1161, 7.000000216E-03,-4.173463210E-03,-4.794836976E-03,-2.775953770E+00
      1162, 7.000000216E-03,-4.168250132E-03,-4.806597717E-03,-3.826826096E+00
      1163, 7.000000216E-03,-4.161994904E-03,-4.820710979E-03,-4.529704571E+00
      1164, 7.000000216E-03,-4.154488444E-03,-4.837646149E-03,-5.057069302E+00
      1165, 7.000000216E-03,-4.217068665E-03,-4.811447114E-03,-1.083192825E+00
      1166, 7.000000216E-03,-4.209884442E-03,-4.819738679E-03,-2.792582512E+00
      1167, 7.000000216E-03,-4.201262724E-03,-4.829688929E-03,-3.848547697E+00
      1168, 7.000000216E-03,-4.190916661E-03,-4.841628484E-03,-4.552794456E+00
      1169, 7.000000216E-03,-4.178501666E-03,-4.855956882E-03,-5.084665775E+00
      1170, 7.000000216E-03,-3.874015529E-03,-5.154665094E-03,-1.176281929E+00
      1171, 7.000000216E-03,-3.882457735E-03,-5.147692282E-03,-3.018957853E+00
      1172, 7.000000216E-03,-3.892588662E-03,-5.139324348E-03,-4.162523746E+00
      1173, 7.000000216E-03,-3.904745448E-03,-5.129282363E-03,-4.942788601E+00
      1174, 7.000000216E-03,-3.919333685E-03,-5.117233377E-03,-5.513166428E+00
      1175, 7.000000216E-03,-3.874247894E-03,-4.844907206E-03,-1.120065928E+00
      1176, 7.000000216E-03,-3.883201862E-03,-4.850938916E-03,-2.895091534E+00
      1177, 7.000000216E-03,-3.893946763E-03,-4.858177155E-03,-3.962695122E+00
      1178, 7.000000216E-03,-3.906839993E-03,-4.866862670E-03,-4.677011013E+00
      1179, 7.000000216E-03,-3.922312520E-03,-4.877285566E-03,-5.218819141E+00
      1180, 7.000000216E-03,-3.847604617E-03,-5.115403328E-03,-1.132314563E+00
      1181, 7.000000216E-03,-3.857556032E-03,-5.111270584E-03,-2.968936443E+00
      1182, 7.000000216E-03,-3.869497683E-03,-5.106311757E-03,-4.118037224E+00
      1183, 7.000000216E-03,-3.883827478E-03,-5.100360606E-03,-4.896643162E+00
      1184, 7.000000216E-03,-3.901023418E-03,-5.093219690E-03,-5.464607239E+00
      1185, 7.000000216E-03,-3.829369554E-03,-5.071796011E-03,-1.142181039E+00
      1186, 7.000000216E-03,-3.840265330E-03,-5.070859101E-03,-2.956907034E+00
      1187, 7.000000216E-03,-3.853339935E-03,-5.069734994E-03,-4.097004890E+00
      1188, 7.000000216E-03,-3.869029693E-03,-5.068385974E-03,-4.873176575E+00
      1189, 7.000000216E-03,-3.887857543E-03,-5.066767335E-03,-5.445463657E+00
      1190, 7.000000216E-03,-3.819899401E-03,-5.024501588E-03,-1.183319807E+00
      1191, 7.000000216E-03,-3.830893664E-03,-5.024755839E-03,-2.987102747E+00
      1192, 7.000000216E-03,-3.844087012E-03,-5.025060847E-03,-4.100298882E+00
      1193, 7.000000216E-03,-3.859918797E-03,-5.025426392E-03,-4.864000320E+00
      1194, 7.000000216E-03,-3.878917079E-03,-5.025865044E-03,-5.431428909E+00
      1195, 7.000000216E-03,-4.250984639E-03,-4.845335148E-03,-1.058563113E+00
      1196, 7.000000216E-03,-4.242542200E-03,-4.852307960E-03,-2.735077143E+00
      1197, 7.000000216E-03,-4.232411273E-03,-4.860675894E-03,-3.780356169E+00
      1198, 7.000000216E-03,-4.220254719E-03,-4.870717414E-03,-4.486167908E+00
      1199, 7.000000216E-03,-4.205666482E-03,-4.882766865E-03,-5.019620419E+00
      1200, 7.000000216E-03,-3.819829784E-03,-4.976266529E-03,-1.165079236E+00
      1201, 7.000000216E-03,-3.830670845E-03,-4.977702163E-03,-2.974425077E+00
      1202, 7.000000216E-03,-3.843680257E-03,-4.979425576E-03,-4.075697422E+00
      1203, 7.000000216E-03,-3.859291319E-03,-4.981493112E-03,-4.827054977E+00
      1204, 7.000000216E-03,-3.878024872E-03,-4.983974621E-03,-5.385025978E+00
      1205, 7.000000216E-03,-3.829153255E-03,-4.929327406E-03,-1.162978530E+00
      1206, 7.000000216E-03,-3.839574289E-03,-4.932735115E-03,-2.958766699E+00
      1207, 7.000000216E-03,-3.852079157E-03,-4.936824553E-03,-4.047133446E+00
      1208, 7.000000216E-03,-3.867084859E-03,-4.941732157E-03,-4.791316509E+00
      1209, 7.000000216E-03,-3.885091515E-03,-4.947620910E-03,-5.348574162E+00
      1210, 7.000000216E-03,-3.847690765E-03,-4.884653259E-03,-1.161431909E+00
      1211, 7.000000216E-03,-3.857831936E-03,-4.888909869E-03,-2.928502083E+00
      1212, 7.000000216E-03,-3.870001528E-03,-4.894018639E-03,-3.998195171E+00
      1213, 7.000000216E-03,-3.884604434E-03,-4.900148604E-03,-4.730192184E+00
      1214, 7.000000216E-03,-3.902128432E-03,-4.907504655E-03,-5.286921978E+00
      1215, 7.000000216E-03,-4.277592059E-03,-4.885194357E-03,-1.014488935E+00
      1216, 7.000000216E-03,-4.268073477E-03,-4.890642129E-03,-2.634647608E+00
      1217, 7.000000216E-03,-4.256651737E-03,-4.897179082E-03,-3.674668074E+00
      1218, 7.000000216E-03,-4.242945462E-03,-4.905023612E-03,-4.387904167E+00
      1219, 7.000000216E-03,-4.226497840E-03,-4.914437421E-03,-4.926694393E+00
      1220, 7.000000216E-03,-4.295826890E-03,-4.928802140E-03,-9.097725749E-01
      1221, 7.000000216E-03,-4.285364412E-03,-4.931053612E-03,-2.461909533E+00
      1222, 7.000000216E-03,-4.272809252E-03,-4.933755845E-03,-3.519462824E+00
      1223, 7.000000216E-03,-4.257743247E-03,-4.936998710E-03,-4.242506981E+00
      1224, 7.000000216E-03,-4.239663482E-03,-4.940889776E-03,-4.788704872E+00
      1225, 7.000000216E-03,-3.961691633E-03,-4.875819199E-03,-5.722994804E+00
      1226, 7.000000216E-03,-4.305166658E-03,-4.974988289E-03,-8.281890154E-01
      1227, 7.000000216E-03,-4.294318147E-03,-4.973613191E-03,-2.273344755E+00
      1228, 7.000000216E-03,-4.281298723E-03,-4.971962422E-03,-3.333233356E+00
      1229, 7.000000216E-03,-4.265676253E-03,-4.969981965E-03,-4.074609280E+00
      1230, 7.000000216E-03,-4.246929195E-03,-4.967605229E-03,-4.652626038E+00
      1231, 7.000000216E-03,-3.979418427E-03,-4.859946668E-03,-5.663252354E+00
      1232, 7.000000216E-03,-4.002571106E-03,-4.849798977E-03,-5.664049149E+00
      1233, 7.000000216E-03,-4.305236507E-03,-5.023224279E-03,-7.716988921E-01
      1234, 7.000000216E-03,-4.294540733E-03,-5.020666402E-03,-2.118343830E+00
      1235, 7.000000216E-03,-4.281705711E-03,-5.017597228E-03,-3.141573191E+00
      1236, 7.000000216E-03,-4.266303964E-03,-5.013914779E-03,-3.870245695E+00
      1237, 7.000000216E-03,-4.247821402E-03,-5.009495653E-03,-4.454556942E+00
      1238, 7.000000216E-03,-4.032548051E-03,-4.840978421E-03,-5.645596504E+00
      1239, 7.000000216E-03,-4.070109222E-03,-4.839776549E-03,-5.639754772E+00
      1240, 7.000000216E-03,-4.112759605E-03,-4.845997319E-03,-5.562413692E+00
      1241, 7.000000216E-03,-4.295700230E-03,-5.071157124E-03,-7.423287034E-01
      1242, 7.000000216E-03,-4.284957424E-03,-5.068815313E-03,-2.052375317E+00
      1243, 7.000000216E-03,-4.272066988E-03,-5.066004582E-03,-3.062055349E+00
      1244, 7.000000216E-03,-4.256597720E-03,-5.062631797E-03,-3.781571388E+00
      1245, 7.000000216E-03,-4.238034599E-03,-5.058584735E-03,-4.359332561E+00
      1246, 7.000000216E-03,-4.139520694E-03,-4.858349450E-03,-5.577809334E+00
      1247, 7.000000216E-03,-3.907931503E-03,-5.188553594E-03,-1.184247017E+00
      1248, 7.000000216E-03,-3.915116191E-03,-5.180261564E-03,-3.037928104E+00
      1249, 7.000000216E-03,-3.923737444E-03,-5.170311779E-03,-4.188044071E+00
      1250, 7.000000216E-03,-3.934083041E-03,-5.158371758E-03,-4.966669083E+00
      1251, 7.000000216E-03,-3.946498036E-03,-5.144043826E-03,-5.534651279E+00
      1252, 7.000000216E-03,-4.160711542E-03,-4.874891136E-03,-5.570071220E+00
      1253, 7.000000216E-03,-3.942618147E-03,-4.893571138E-03,-5.746999264E+00
      1254, 7.000000216E-03,-4.277463537E-03,-5.115306936E-03,-7.254194617E-01
      1255, 7.000000216E-03,-4.267663229E-03,-5.110963248E-03,-2.073286057E+00
      1256, 7.000000216E-03,-4.255902488E-03,-5.105750170E-03,-3.121279001E+00
      1257, 7.000000216E-03,-4.241789225E-03,-5.099494942E-03,-3.841155291E+00
      1258, 7.000000216E-03,-4.224853590E-03,-5.091988482E-03,-4.395426273E+00
      1259, 7.000000216E-03,-3.941154573E-03,-5.102904513E-03,-5.983122826E+00
      1260, 7.000000216E-03,-3.925254103E-03,-5.082406104E-03,-5.991372108E+00
      1261, 7.000000216E-03,-4.251052625E-03,-5.154568702E-03,-8.410294056E-01
      1262, 7.000000216E-03,-4.242761061E-03,-5.147384014E-03,-2.309171915E+00
      1263, 7.000000216E-03,-4.232811742E-03,-5.138762761E-03,-3.371271372E+00
      1264, 7.000000216E-03,-4.220871255E-03,-5.128417164E-03,-4.085979462E+00
      1265, 7.000000216E-03,-4.206543323E-03,-5.116001703E-03,-4.618141174E+00
      1266, 7.000000216E-03,-3.912790678E-03,-5.061323289E-03,-5.926846504E+00
      1267, 7.000000216E-03,-3.908178769E-03,-5.025271326E-03,-5.970306873E+00
      1268, 7.000000216E-03,-4.183600657E-03,-4.897319712E-03,-5.505568981E+00
      1269, 7.000000216E-03,-4.217165057E-03,-5.188484676E-03,-9.290736914E-01
      1270, 7.000000216E-03,-4.210191779E-03,-5.180042237E-03,-2.517053127E+00
      1271, 7.000000216E-03,-4.201823846E-03,-5.169911310E-03,-3.607849121E+00
      1272, 7.000000216E-03,-4.191782326E-03,-5.157754757E-03,-4.326300621E+00
      1273, 7.000000216E-03,-4.179732874E-03,-5.143166520E-03,-4.849708080E+00
      1274, 7.000000216E-03,-3.908398561E-03,-4.986600950E-03,-5.961227417E+00
      1275, 7.000000216E-03,-3.913735971E-03,-4.952536430E-03,-5.896701336E+00
      1276, 7.000000216E-03,-3.925099038E-03,-4.917311948E-03,-5.766487122E+00
      1277, 7.000000216E-03,-4.177305847E-03,-5.215091631E-03,-1.012227058E+00
      1278, 7.000000216E-03,-4.171858076E-03,-5.205573514E-03,-2.694854259E+00
      1279, 7.000000216E-03,-4.165320657E-03,-5.194151774E-03,-3.813588619E+00
      1280, 7.000000216E-03,-4.157476127E-03,-5.180445500E-03,-4.550212383E+00
      1281, 7.000000216E-03,-4.148062784E-03,-5.163997412E-03,-5.076499939E+00
      1282, 7.000000216E-03,-4.202221520E-03,-4.923551809E-03,-5.421380997E+00
      1283, 7.000000216E-03,-4.133698530E-03,-5.233326927E-03,-1.024070024E+00
      1284, 7.000000216E-03,-4.131446593E-03,-5.222864449E-03,-2.766286850E+00
      1285, 7.000000216E-03,-4.128743894E-03,-5.210309289E-03,-3.911905527E+00
      1286, 7.000000216E-03,-4.125501495E-03,-5.195243284E-03,-4.658289909E+00
      1287, 7.000000216E-03,-4.121609963E-03,-5.177163519E-03,-5.171664715E+00
      1288, 7.000000216E-03,-4.214687273E-03,-4.943861160E-03,-5.306892872E+00
      1289, 7.000000216E-03,-4.218204878E-03,-4.967283458E-03,-5.226061344E+00
      1290, 7.000000216E-03,-3.961744718E-03,-5.125148688E-03,-5.974694729E+00
      1291, 7.000000216E-03,-4.217850976E-03,-5.006093066E-03,-5.081394196E+00
      1292, 7.000000216E-03,-4.087002017E-03,-5.242600571E-03,-1.142431259E+00
      1293, 7.000000216E-03,-4.087255802E-03,-5.231606308E-03,-2.929553986E+00
      1294, 7.000000216E-03,-4.087560810E-03,-5.218412727E-03,-4.059519768E+00
      1295, 7.000000216E-03,-4.087925889E-03,-5.202581175E-03,-4.815655708E+00
      1296, 7.000000216E-03,-4.088365007E-03,-5.183582660E-03,-5.345559120E+00
      1297, 7.000000216E-03,-4.209910054E-03,-5.051933229E-03,-4.967067242E+00
      1298, 7.000000216E-03,-4.201119300E-03,-5.082704592E-03,-4.958173752E+00
      1299, 7.000000216E-03,-4.038766492E-03,-5.242670421E-03,-1.156797409E+00
      1300, 7.000000216E-03,-4.040202592E-03,-5.231829360E-03,-2.989153862E+00
      1301, 7.000000216E-03,-4.041925538E-03,-5.218819715E-03,-4.132277489E+00
      1302, 7.000000216E-03,-4.043993540E-03,-5.203208886E-03,-4.899601460E+00
      1303, 7.000000216E-03,-4.046474583E-03,-5.184474867E-03,-5.442770958E+00
      1304, 7.000000216E-03,-4.184887744E-03,-5.101030692E-03,-5.112570286E+00
      1305, 7.000000216E-03,-4.161405377E-03,-5.123532843E-03,-5.312235832E+00
      1306, 7.000000216E-03,-4.134765361E-03,-5.141331349E-03,-5.514335155E+00
      1307, 7.000000216E-03,-3.991343081E-03,-5.233199801E-03,-1.186480045E+00
      1308, 7.000000216E-03,-3.993684892E-03,-5.222457461E-03,-3.013704777E+00
      1309, 7.000000216E-03,-3.996495623E-03,-5.209566560E-03,-4.151803017E+00
      1310, 7.000000216E-03,-3.999868408E-03,-5.194097757E-03,-4.926689625E+00
      1311, 7.000000216E-03,-4.003915936E-03,-5.175534636E-03,-5.487939835E+00
      1312, 7.000000216E-03,-4.111656453E-03,-5.153494421E-03,-5.633753300E+00
      1313, 7.000000216E-03,-4.085292574E-03,-5.160501227E-03,-5.715171337E+00
      1314, 7.000000216E-03,-3.947192803E-03,-5.214964040E-03,-1.139524579E+00
      1315, 7.000000216E-03,-3.951537423E-03,-5.205162801E-03,-2.988360167E+00
      1316, 7.000000216E-03,-3.956750035E-03,-5.193402525E-03,-4.139718056E+00
      1317, 7.000000216E-03,-3.963005263E-03,-5.179289728E-03,-4.912426472E+00
      1318, 7.000000216E-03,-3.970511723E-03,-5.162353627E-03,-5.473633766E+00
      1319, 7.000000216E-03,-4.049943760E-03,-5.159162916E-03,-5.871074677E+00
      1320, 7.000000216E-03,-4.012189806E-03,-5.150971934E-03,-5.941447258E+00
      1321, 7.000000216E-03,-3.982841037E-03,-5.139298737E-03,-5.984375000E+00
      1322, 7.000000216E-03,-4.069617484E-03,-4.928092938E-03,-6.379011631E+00
      1323, 7.000000216E-03,-4.072566051E-03,-4.896875471E-03,-6.236357689E+00
      1324, 7.000000216E-03,-4.067247268E-03,-4.961312748E-03,-6.433058739E+00
      1325, 7.000000216E-03,-3.953571431E-03,-4.920390900E-03,-6.098454952E+00
      1326, 7.000000216E-03,-4.029042087E-03,-4.922662396E-03,-6.393992424E+00
      1327, 7.000000216E-03,-4.072417505E-03,-4.868487827E-03,-6.005326748E+00
      1328, 7.000000216E-03,-3.988923971E-03,-4.918317311E-03,-6.283035755E+00
      1329, 7.000000216E-03,-3.950935788E-03,-4.954203963E-03,-6.265532494E+00
      1330, 7.000000216E-03,-4.174195696E-03,-5.045877770E-03,-5.512773991E+00
      1331, 7.000000216E-03,-4.110354930E-03,-4.869464785E-03,-5.893229485E+00
      1332, 7.000000216E-03,-4.113091156E-03,-4.897921346E-03,-6.103632450E+00
      1333, 7.000000216E-03,-3.986995667E-03,-4.885787144E-03,-6.043714046E+00
      1334, 7.000000216E-03,-4.110142123E-03,-4.930615425E-03,-6.247806072E+00
      1335, 7.000000216E-03,-4.179206677E-03,-5.004114937E-03,-5.622186661E+00
      1336, 7.000000216E-03,-4.035667982E-03,-4.892725497E-03,-6.239387512E+00
      1337, 7.000000216E-03,-4.181892611E-03,-4.967037588E-03,-5.712450504E+00
      1338, 7.000000216E-03,-3.947799094E-03,-4.989133682E-03,-6.342418194E+00
      1339, 7.000000216E-03,-4.027825780E-03,-4.958108533E-03,-6.488251686E+00
      1340, 7.000000216E-03,-3.945338074E-03,-5.026141182E-03,-6.343706131E+00
      1341, 7.000000216E-03,-4.038959742E-03,-4.868462216E-03,-6.013166428E+00
      1342, 7.000000216E-03,-4.171173088E-03,-5.079457071E-03,-5.423490047E+00
      1343, 7.000000216E-03,-4.106548149E-03,-4.963374231E-03,-6.285791874E+00
      1344, 7.000000216E-03,-4.184690770E-03,-4.939525388E-03,-5.715685844E+00
      1345, 7.000000216E-03,-4.137718119E-03,-5.041976459E-03,-5.899752140E+00
      1346, 7.000000216E-03,-3.988827579E-03,-4.955199081E-03,-6.438490868E+00
      1347, 7.000000216E-03,-4.149862099E-03,-4.932875279E-03,-6.012020111E+00
      1348, 7.000000216E-03,-4.087269306E-03,-5.136252847E-03,-5.944045544E+00
      1349, 7.000000216E-03,-4.013797268E-03,-4.876895342E-03,-6.058399677E+00
      1350, 7.000000216E-03,-4.151404835E-03,-4.901510663E-03,-5.891714096E+00
      1351, 7.000000216E-03,-3.983331844E-03,-5.029255524E-03,-6.484936237E+00
      1352, 7.000000216E-03,-4.141406156E-03,-5.001967773E-03,-5.991596222E+00
      1353, 7.000000216E-03,-4.064605106E-03,-4.996869247E-03,-6.426693916E+00
      1354, 7.000000216E-03,-4.144995008E-03,-4.964964464E-03,-6.049247265E+00
      1355, 7.000000216E-03,-3.942198120E-03,-5.060650408E-03,-6.263053894E+00
      1356, 7.000000216E-03,-4.136168864E-03,-5.078655202E-03,-5.793347359E+00
      1357, 7.000000216E-03,-3.986668307E-03,-4.991720431E-03,-6.491439819E+00
      1358, 7.000000216E-03,-4.103153478E-03,-4.999545403E-03,-6.254155159E+00
      1359, 7.000000216E-03,-4.094596952E-03,-5.107481033E-03,-6.031604290E+00
      1360, 7.000000216E-03,-3.978248686E-03,-5.066942424E-03,-6.410220623E+00
      1361, 7.000000216E-03,-4.025778268E-03,-4.994249903E-03,-6.511673450E+00
      1362, 7.000000216E-03,-4.058181774E-03,-5.101126153E-03,-6.243577957E+00
      1363, 7.000000216E-03,-4.055001773E-03,-5.130349658E-03,-6.118032932E+00
      1364, 7.000000216E-03,-4.099986516E-03,-5.037290510E-03,-6.190191746E+00
      1365, 7.000000216E-03,-4.059372935E-03,-5.068231840E-03,-6.329196930E+00
      1366, 7.000000216E-03,-4.022696987E-03,-5.031172186E-03,-6.490517139E+00
      1367, 7.000000216E-03,-4.097614437E-03,-5.072781350E-03,-6.116001606E+00
      1368, 7.000000216E-03,-4.019842949E-03,-5.068079568E-03,-6.430363655E+00
      1369, 7.000000216E-03,-4.131467082E-03,-5.111870822E-03,-5.731037140E+00
      1370, 7.000000216E-03,-4.022908397E-03,-5.099754781E-03,-6.329727173E+00
      1371, 7.000000216E-03,-4.061672837E-03,-5.033285823E-03,-6.387067795E+00
      1372, 7.000000216E-03,-3.998219967E-03,-5.112907384E-03,-6.253026485E+00
      1373, 7.000000216E-03,-4.022747278E-03,-5.124654621E-03,-6.195560932E+00
      1374, 7.000000216E-03,-3.972625826E-03,-5.099767353E-03,-6.256041050E+00
      1375, 7.000000216E-03,-3.907835111E-03,-5.811515264E-03,-5.506265759E-01
      1376, 7.000000216E-03,-3.914808389E-03,-5.819957703E-03,-1.539810181E+00
      1377, 7.000000216E-03,-3.923176322E-03,-5.830088165E-03,-2.374728441E+00
      1378, 7.000000216E-03,-3.933217376E-03,-5.842245184E-03,-3.027618408E+00
      1379, 7.000000216E-03,-3.945266828E-03,-5.856833421E-03,-3.565656185E+00
      1380, 7.000000216E-03,-3.947694786E-03,-5.784908310E-03,-5.647211671E-01
      1381, 7.000000216E-03,-3.953142092E-03,-5.794426426E-03,-1.613735795E+00
      1382, 7.000000216E-03,-3.959679510E-03,-5.805848166E-03,-2.495984316E+00
      1383, 7.000000216E-03,-3.967524040E-03,-5.819554441E-03,-3.152748585E+00
      1384, 7.000000216E-03,-3.976937383E-03,-5.836002529E-03,-3.653325081E+00
      1385, 7.000000216E-03,-3.991301637E-03,-5.766673014E-03,-6.481692195E-01
      1386, 7.000000216E-03,-3.993553575E-03,-5.777135491E-03,-1.894940376E+00
      1387, 7.000000216E-03,-3.996255808E-03,-5.789690651E-03,-2.920109987E+00
      1388, 7.000000216E-03,-3.999498673E-03,-5.804756656E-03,-3.604493141E+00
      1389, 7.000000216E-03,-4.003389739E-03,-5.822836421E-03,-4.022336006E+00
      1390, 7.000000216E-03,-4.037488252E-03,-5.757333245E-03,-8.266420364E-01
      1391, 7.000000216E-03,-4.036112688E-03,-5.768182222E-03,-2.298328400E+00
      1392, 7.000000216E-03,-4.034462851E-03,-5.781201180E-03,-3.380755901E+00
      1393, 7.000000216E-03,-4.032481927E-03,-5.796823651E-03,-4.075907230E+00
      1394, 7.000000216E-03,-4.030105192E-03,-5.815570708E-03,-4.482596397E+00
      1395, 7.000000216E-03,-4.085724242E-03,-5.757263862E-03,-9.802573323E-01
      1396, 7.000000216E-03,-4.083166365E-03,-5.767959170E-03,-2.626743078E+00
      1397, 7.000000216E-03,-4.080097657E-03,-5.780794658E-03,-3.753782511E+00
      1398, 7.000000216E-03,-4.076414742E-03,-5.796195939E-03,-4.481666565E+00
      1399, 7.000000216E-03,-4.071995616E-03,-5.814678967E-03,-4.954109192E+00
      1400, 7.000000216E-03,-4.133657087E-03,-5.766800139E-03,-1.062225819E+00
      1401, 7.000000216E-03,-4.131315276E-03,-5.777542479E-03,-2.791369915E+00
      1402, 7.000000216E-03,-4.128504544E-03,-5.790433381E-03,-3.935416222E+00
      1403, 7.000000216E-03,-4.125131760E-03,-5.805902183E-03,-4.683248997E+00
      1404, 7.000000216E-03,-4.121084698E-03,-5.824465305E-03,-5.195665359E+00
      1405, 7.000000216E-03,-4.178331234E-03,-5.785337649E-03,-1.073454857E+00
      1406, 7.000000216E-03,-4.175139591E-03,-5.795800593E-03,-2.843426943E+00
      1407, 7.000000216E-03,-4.171310458E-03,-5.808355752E-03,-3.996046305E+00
      1408, 7.000000216E-03,-4.166715313E-03,-5.823422223E-03,-4.744682789E+00
      1409, 7.000000216E-03,-4.161200952E-03,-5.841502454E-03,-5.267927170E+00
      1410, 7.000000216E-03,-4.217592999E-03,-5.811748095E-03,-1.094617248E+00
      1411, 7.000000216E-03,-4.211560823E-03,-5.820701830E-03,-2.903764248E+00
      1412, 7.000000216E-03,-4.204323050E-03,-5.831446499E-03,-4.061664104E+00
      1413, 7.000000216E-03,-4.195637070E-03,-5.844340194E-03,-4.806452274E+00
      1414, 7.000000216E-03,-4.185214173E-03,-5.859812722E-03,-5.324892044E+00
      1415, 7.000000216E-03,-3.873946844E-03,-5.845431238E-03,-7.503956556E-01
      1416, 7.000000216E-03,-3.882238641E-03,-5.852615926E-03,-2.039398670E+00
      1417, 7.000000216E-03,-3.892188659E-03,-5.861237179E-03,-3.001438618E+00
      1418, 7.000000216E-03,-3.904128447E-03,-5.871582776E-03,-3.692104578E+00
      1419, 7.000000216E-03,-3.918456379E-03,-5.883998238E-03,-4.222496033E+00
      1420, 7.000000216E-03,-3.847407876E-03,-6.114805583E-03,-1.154342651E+00
      1421, 7.000000216E-03,-3.856926225E-03,-6.109357812E-03,-2.960498571E+00
      1422, 7.000000216E-03,-3.868348431E-03,-6.102820858E-03,-4.095472336E+00
      1423, 7.000000216E-03,-3.882054705E-03,-6.094976794E-03,-4.882586956E+00
      1424, 7.000000216E-03,-3.898502560E-03,-6.085562985E-03,-5.478546619E+00
      1425, 7.000000216E-03,-3.829172812E-03,-6.071197800E-03,-1.101051927E+00
      1426, 7.000000216E-03,-3.839635290E-03,-6.068946328E-03,-2.896567106E+00
      1427, 7.000000216E-03,-3.852190683E-03,-6.066244561E-03,-4.028475285E+00
      1428, 7.000000216E-03,-3.867256921E-03,-6.063001696E-03,-4.803703785E+00
      1429, 7.000000216E-03,-3.885336686E-03,-6.059110165E-03,-5.393219948E+00
      1430, 7.000000216E-03,-3.819899401E-03,-6.024501752E-03,-1.132242560E+00
      1431, 7.000000216E-03,-3.830893664E-03,-6.024756003E-03,-2.894218922E+00
      1432, 7.000000216E-03,-3.844087012E-03,-6.025060546E-03,-4.010275841E+00
      1433, 7.000000216E-03,-3.859918797E-03,-6.025426555E-03,-4.775890827E+00
      1434, 7.000000216E-03,-3.878917079E-03,-6.025865208E-03,-5.364617348E+00
      1435, 7.000000216E-03,-4.250984639E-03,-5.845334847E-03,-1.136379838E+00
      1436, 7.000000216E-03,-4.242542200E-03,-5.852308124E-03,-2.956103563E+00
      1437, 7.000000216E-03,-4.232411273E-03,-5.860676058E-03,-4.110778332E+00
      1438, 7.000000216E-03,-4.220254719E-03,-5.870717578E-03,-4.865049362E+00
      1439, 7.000000216E-03,-4.205666482E-03,-5.882767029E-03,-5.390852928E+00
      1440, 7.000000216E-03,-3.819829784E-03,-5.976267159E-03,-1.092563748E+00
      1441, 7.000000216E-03,-3.830670845E-03,-5.977702327E-03,-2.830180883E+00
      1442, 7.000000216E-03,-3.843680257E-03,-5.979425274E-03,-3.930708170E+00
      1443, 7.000000216E-03,-3.859291319E-03,-5.981493276E-03,-4.683804989E+00
      1444, 7.000000216E-03,-3.878024872E-03,-5.983974319E-03,-5.253077984E+00
      1445, 7.000000216E-03,-3.829153255E-03,-5.929327570E-03,-1.039189100E+00
      1446, 7.000000216E-03,-3.839574289E-03,-5.932735279E-03,-2.706175566E+00
      1447, 7.000000216E-03,-3.852079157E-03,-5.936824717E-03,-3.790242910E+00
      1448, 7.000000216E-03,-3.867084859E-03,-5.941732321E-03,-4.537113190E+00
      1449, 7.000000216E-03,-3.885091515E-03,-5.947620608E-03,-5.092793465E+00
      1450, 7.000000216E-03,-3.847389948E-03,-5.885177292E-03,-9.353544116E-01
      1451, 7.000000216E-03,-3.856868716E-03,-5.890586879E-03,-2.484328032E+00
      1452, 7.000000216E-03,-3.868243191E-03,-5.897079129E-03,-3.537849188E+00
      1453, 7.000000216E-03,-3.881892888E-03,-5.904869176E-03,-4.266326427E+00
      1454, 7.000000216E-03,-3.898272291E-03,-5.914216861E-03,-4.806237698E+00
      1455, 7.000000216E-03,-4.277395085E-03,-5.884596612E-03,-1.114189982E+00
      1456, 7.000000216E-03,-4.267443903E-03,-5.888729356E-03,-2.937253475E+00
      1457, 7.000000216E-03,-4.255502485E-03,-5.893688183E-03,-4.095916271E+00
      1458, 7.000000216E-03,-4.241172690E-03,-5.899639335E-03,-4.856562138E+00
      1459, 7.000000216E-03,-4.223976750E-03,-5.906780250E-03,-5.385037422E+00
      1460, 7.000000216E-03,-4.295630381E-03,-5.928204395E-03,-1.143480659E+00
      1461, 7.000000216E-03,-4.284734838E-03,-5.929140840E-03,-2.963474035E+00
      1462, 7.000000216E-03,-4.271660000E-03,-5.930265412E-03,-4.115390778E+00
      1463, 7.000000216E-03,-4.255970009E-03,-5.931613967E-03,-4.879496098E+00
      1464, 7.000000216E-03,-4.237142392E-03,-5.933232605E-03,-5.415715218E+00
      1465, 7.000000216E-03,-3.963035531E-03,-5.875584669E-03,-4.071826935E+00
      1466, 7.000000216E-03,-4.305166658E-03,-5.974988453E-03,-1.164031386E+00
      1467, 7.000000216E-03,-4.294318147E-03,-5.973612890E-03,-2.994344234E+00
      1468, 7.000000216E-03,-4.281298723E-03,-5.971962586E-03,-4.139448166E+00
      1469, 7.000000216E-03,-4.265676253E-03,-5.969981663E-03,-4.906411171E+00
      1470, 7.000000216E-03,-4.246929195E-03,-5.967605393E-03,-5.446434975E+00
