cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity
       581, 7.000000216E-03,-4.232811742E-03,-2.138762735E-03,-2.945984125E+00
       582, 7.000000216E-03,-4.220871255E-03,-2.128416672E-03,-3.666145325E+00
       583, 7.000000216E-03,-4.206543323E-03,-2.116001677E-03,-4.249147415E+00
       584, 7.000000216E-03,-3.910132218E-03,-2.060967032E-03,-5.880280018E+00
       585, 7.000000216E-03,-3.903519828E-03,-2.031423617E-03,-5.935241699E+00
       586, 7.000000216E-03,-4.185884260E-03,-1.896970905E-03,-5.867709637E+00
       587, 7.000000216E-03,-4.217165057E-03,-2.188484650E-03,-7.325910926E-01
       588, 7.000000216E-03,-4.210191779E-03,-2.180042444E-03,-2.054914474E+00
       589, 7.000000216E-03,-4.201823846E-03,-2.169911517E-03,-3.076154470E+00
       590, 7.000000216E-03,-4.191782326E-03,-2.157754730E-03,-3.792269468E+00
       591, 7.000000216E-03,-4.179732874E-03,-2.143166494E-03,-4.347943783E+00
       592, 7.000000216E-03,-3.902846482E-03,-1.993705286E-03,-5.972411633E+00
       593, 7.000000216E-03,-3.911571577E-03,-1.949738013E-03,-5.983300686E+00
       594, 7.000000216E-03,-3.921792842E-03,-1.919306116E-03,-5.964022160E+00
       595, 7.000000216E-03,-4.177903291E-03,-2.214895329E-03,-8.015172482E-01
       596, 7.000000216E-03,-4.173770547E-03,-2.204943914E-03,-2.244837046E+00
       597, 7.000000216E-03,-4.168811254E-03,-2.193002496E-03,-3.306898594E+00
       598, 7.000000216E-03,-4.162860569E-03,-2.178672701E-03,-4.015823364E+00
       599, 7.000000216E-03,-4.155719653E-03,-2.161476761E-03,-4.528136253E+00
       600, 7.000000216E-03,-4.200392403E-03,-1.917742193E-03,-5.851425648E+00
       601, 7.000000216E-03,-4.134295974E-03,-2.233130625E-03,-9.332434535E-01
       602, 7.000000216E-03,-4.133358598E-03,-2.222234849E-03,-2.506749392E+00
       603, 7.000000216E-03,-4.132234957E-03,-2.209160011E-03,-3.572469473E+00
       604, 7.000000216E-03,-4.130885936E-03,-2.193470253E-03,-4.274189472E+00
       605, 7.000000216E-03,-4.129266832E-03,-2.174642636E-03,-4.767533779E+00
       606, 7.000000216E-03,-4.212265369E-03,-1.940369490E-03,-5.774744034E+00
       607, 7.000000216E-03,-4.221493378E-03,-1.970705576E-03,-5.665803432E+00
       608, 7.000000216E-03,-3.962755203E-03,-2.122922800E-03,-5.924504757E+00
       609, 7.000000216E-03,-4.224524833E-03,-2.007081406E-03,-5.446198940E+00
       610, 7.000000216E-03,-4.087511916E-03,-2.242666902E-03,-1.020471573E+00
       611, 7.000000216E-03,-4.088887013E-03,-2.231817693E-03,-2.689801455E+00
       612, 7.000000216E-03,-4.090537317E-03,-2.218798967E-03,-3.775955915E+00
       613, 7.000000216E-03,-4.092518240E-03,-2.203176497E-03,-4.493964195E+00
       614, 7.000000216E-03,-4.094894975E-03,-2.184429439E-03,-4.996723175E+00
       615, 7.000000216E-03,-4.215067253E-03,-2.046543173E-03,-5.128847122E+00
       616, 7.000000216E-03,-4.202936310E-03,-2.076137811E-03,-4.964814663E+00
       617, 7.000000216E-03,-4.039276391E-03,-2.242736518E-03,-1.117920518E+00
       618, 7.000000216E-03,-4.041833803E-03,-2.232040744E-03,-2.861128330E+00
       619, 7.000000216E-03,-4.044902511E-03,-2.219205722E-03,-3.958634615E+00
       620, 7.000000216E-03,-4.048584960E-03,-2.203803742E-03,-4.695187569E+00
       621, 7.000000216E-03,-4.053004552E-03,-2.185321413E-03,-5.224907875E+00
       622, 7.000000216E-03,-4.187229555E-03,-2.097741002E-03,-4.826035500E+00
       623, 7.000000216E-03,-4.165371414E-03,-2.121301368E-03,-4.856956005E+00
       624, 7.000000216E-03,-4.147526808E-03,-2.137532923E-03,-4.976119995E+00
       625, 7.000000216E-03,-3.991343081E-03,-2.233200241E-03,-1.142255306E+00
       626, 7.000000216E-03,-3.993684892E-03,-2.222457435E-03,-2.911434889E+00
       627, 7.000000216E-03,-3.996495157E-03,-2.209566766E-03,-4.022411346E+00
       628, 7.000000216E-03,-3.999868408E-03,-2.194097498E-03,-4.777751923E+00
       629, 7.000000216E-03,-4.003915004E-03,-2.175534610E-03,-5.336371422E+00
       630, 7.000000216E-03,-4.123940133E-03,-2.146183979E-03,-5.230210304E+00
       631, 7.000000216E-03,-4.092388786E-03,-2.154439688E-03,-5.505199909E+00
       632, 7.000000216E-03,-3.947192803E-03,-2.214963781E-03,-1.096398950E+00
       633, 7.000000216E-03,-3.951536957E-03,-2.205163008E-03,-2.894056320E+00
       634, 7.000000216E-03,-3.956749570E-03,-2.193402266E-03,-4.028882504E+00
       635, 7.000000216E-03,-3.963004798E-03,-2.179289469E-03,-4.786382675E+00
       636, 7.000000216E-03,-3.970511723E-03,-2.162353834E-03,-5.342270374E+00
       637, 7.000000216E-03,-4.053795245E-03,-2.156740753E-03,-5.719953537E+00
       638, 7.000000216E-03,-4.011073615E-03,-2.151567489E-03,-5.794066429E+00
       639, 7.000000216E-03,-3.984135576E-03,-2.139298245E-03,-5.884999275E+00
       640, 7.000000216E-03,-4.131843336E-03,-1.990952063E-03,-6.322247505E+00
       641, 7.000000216E-03,-4.164047074E-03,-1.986818388E-03,-6.173919201E+00
       642, 7.000000216E-03,-4.097752739E-03,-1.996065956E-03,-6.431992531E+00
       643, 7.000000216E-03,-3.983918112E-03,-1.892010099E-03,-6.360496521E+00
       644, 7.000000216E-03,-4.048508592E-03,-2.120664809E-03,-6.057314396E+00
       645, 7.000000216E-03,-3.948353697E-03,-1.928360783E-03,-6.331092358E+00
       646, 7.000000216E-03,-4.041668493E-03,-2.084316686E-03,-6.272196293E+00
       647, 7.000000216E-03,-3.980988637E-03,-1.930224942E-03,-6.546257019E+00
       648, 7.000000216E-03,-4.192768596E-03,-1.980098663E-03,-5.991219521E+00
       649, 7.000000216E-03,-4.077115096E-03,-1.880846801E-03,-6.448938847E+00
       650, 7.000000216E-03,-4.011398181E-03,-1.890068641E-03,-6.467760086E+00
       651, 7.000000216E-03,-4.035474267E-03,-2.046589274E-03,-6.448977947E+00
       652, 7.000000216E-03,-3.934762441E-03,-2.058197977E-03,-6.222013950E+00
       653, 7.000000216E-03,-4.171145149E-03,-2.027776092E-03,-5.808959484E+00
       654, 7.000000216E-03,-4.199414980E-03,-2.016467974E-03,-5.682466507E+00
       655, 7.000000216E-03,-4.040546250E-03,-1.885449514E-03,-6.489880085E+00
       656, 7.000000216E-03,-3.939366899E-03,-1.961233560E-03,-6.351423264E+00
       657, 7.000000216E-03,-4.011117388E-03,-2.123768441E-03,-6.116682529E+00
       658, 7.000000216E-03,-4.085029941E-03,-2.116030082E-03,-5.843574047E+00
       659, 7.000000216E-03,-4.138113465E-03,-2.031174256E-03,-5.997213364E+00
       660, 7.000000216E-03,-4.091517068E-03,-1.957220258E-03,-6.592617512E+00
       661, 7.000000216E-03,-3.932855558E-03,-2.028045710E-03,-6.309518337E+00
       662, 7.000000216E-03,-3.956091125E-03,-1.985846553E-03,-6.516116619E+00
       663, 7.000000216E-03,-4.063405097E-03,-2.001803368E-03,-6.525334835E+00
       664, 7.000000216E-03,-4.128550645E-03,-1.952172723E-03,-6.485414982E+00
       665, 7.000000216E-03,-4.004037939E-03,-2.090618014E-03,-6.338014126E+00
       666, 7.000000216E-03,-4.070641473E-03,-2.040308900E-03,-6.317747593E+00
       667, 7.000000216E-03,-3.931188490E-03,-1.994756283E-03,-6.324649334E+00
       668, 7.000000216E-03,-4.015185870E-03,-1.928678248E-03,-6.642125607E+00
       669, 7.000000216E-03,-4.084947053E-03,-1.918362919E-03,-6.605719090E+00
       670, 7.000000216E-03,-4.160661716E-03,-1.952962019E-03,-6.322080612E+00
       671, 7.000000216E-03,-3.986338619E-03,-1.973970793E-03,-6.634757996E+00
       672, 7.000000216E-03,-4.104668275E-03,-2.034917707E-03,-6.163081169E+00
       673, 7.000000216E-03,-4.077867605E-03,-2.078430029E-03,-6.081155777E+00
       674, 7.000000216E-03,-3.999944776E-03,-2.052973956E-03,-6.502225399E+00
       675, 7.000000216E-03,-3.962152638E-03,-2.022916451E-03,-6.516110897E+00
       676, 7.000000216E-03,-4.185781348E-03,-1.951354556E-03,-6.116106987E+00
       677, 7.000000216E-03,-3.964865580E-03,-2.058276208E-03,-6.418353081E+00
       678, 7.000000216E-03,-4.114892799E-03,-1.877367496E-03,-6.310440540E+00
       679, 7.000000216E-03,-4.117065575E-03,-2.110134112E-03,-5.571801662E+00
       680, 7.000000216E-03,-4.048196599E-03,-1.924023498E-03,-6.650197506E+00
       681, 7.000000216E-03,-3.994442057E-03,-2.015191130E-03,-6.610181332E+00
       682, 7.000000216E-03,-4.028849769E-03,-2.008160809E-03,-6.596827507E+00
       683, 7.000000216E-03,-3.968583886E-03,-2.092708135E-03,-6.248267651E+00
       684, 7.000000216E-03,-4.055926576E-03,-1.962978626E-03,-6.652656078E+00
       685, 7.000000216E-03,-4.124335479E-03,-1.912300242E-03,-6.467646122E+00
       686, 7.000000216E-03,-4.145050421E-03,-2.107437234E-03,-5.289494514E+00
       687, 7.000000216E-03,-4.175323993E-03,-2.068384551E-03,-5.353435993E+00
       688, 7.000000216E-03,-4.144099541E-03,-2.071890747E-03,-5.584220886E+00
       689, 7.000000216E-03,-4.021469969E-03,-1.968644559E-03,-6.675803185E+00
       690, 7.000000216E-03,-4.111387301E-03,-2.073302399E-03,-5.848737717E+00
       691, 7.000000216E-03,-4.173395224E-03,-1.931065693E-03,-6.218037128E+00
       692, 7.000000216E-03,-4.159164149E-03,-1.906700665E-03,-6.245307446E+00
       693, 7.000000216E-03,-3.907835111E-03,-2.811515471E-03,-1.167189240E+00
       694, 7.000000216E-03,-3.914808389E-03,-2.819957677E-03,-2.956441641E+00
       695, 7.000000216E-03,-3.923176322E-03,-2.830088604E-03,-4.029059410E+00
       696, 7.000000216E-03,-3.933217376E-03,-2.842245623E-03,-4.762074947E+00
       697, 7.000000216E-03,-3.945266828E-03,-2.856833395E-03,-5.321576595E+00
       698, 7.000000216E-03,-3.947096877E-03,-2.785104793E-03,-1.131081343E+00
       699, 7.000000216E-03,-3.951229155E-03,-2.795055974E-03,-2.919930935E+00
       700, 7.000000216E-03,-3.956188448E-03,-2.806997392E-03,-4.000237465E+00
       701, 7.000000216E-03,-3.962139599E-03,-2.821327653E-03,-4.732951641E+00
       702, 7.000000216E-03,-3.969280981E-03,-2.838523360E-03,-5.287834167E+00
       703, 7.000000216E-03,-3.990704194E-03,-2.766869497E-03,-1.151250482E+00
       704, 7.000000216E-03,-3.991641104E-03,-2.777765039E-03,-2.930001020E+00
       705, 7.000000216E-03,-3.992765211E-03,-2.790839877E-03,-4.000639915E+00
       706, 7.000000216E-03,-3.994113766E-03,-2.806529868E-03,-4.731610298E+00
       707, 7.000000216E-03,-3.995733336E-03,-2.825357486E-03,-5.287805080E+00
       708, 7.000000216E-03,-4.037488252E-03,-2.757333219E-03,-1.158236146E+00
       709, 7.000000216E-03,-4.036112688E-03,-2.768182429E-03,-2.939191818E+00
       710, 7.000000216E-03,-4.034462851E-03,-2.781201154E-03,-4.007843018E+00
       711, 7.000000216E-03,-4.032481927E-03,-2.796823625E-03,-4.739976883E+00
       712, 7.000000216E-03,-4.030105192E-03,-2.815570915E-03,-5.294022083E+00
       713, 7.000000216E-03,-4.085724242E-03,-2.757263603E-03,-1.207711220E+00
       714, 7.000000216E-03,-4.083166365E-03,-2.767959610E-03,-2.998697042E+00
       715, 7.000000216E-03,-4.080097657E-03,-2.780794166E-03,-4.065666199E+00
       716, 7.000000216E-03,-4.076414742E-03,-2.796196379E-03,-4.804793358E+00
       717, 7.000000216E-03,-4.071995616E-03,-2.814678475E-03,-5.365486145E+00
       718, 7.000000216E-03,-4.133172799E-03,-2.766653430E-03,-1.199803352E+00
       719, 7.000000216E-03,-4.129764624E-03,-2.777074464E-03,-3.016092300E+00
       720, 7.000000216E-03,-4.125675187E-03,-2.789579099E-03,-4.099684715E+00
       721, 7.000000216E-03,-4.120768048E-03,-2.804584801E-03,-4.847913265E+00
       722, 7.000000216E-03,-4.114879295E-03,-2.822591923E-03,-5.412120342E+00
       723, 7.000000216E-03,-4.177846946E-03,-2.785190940E-03,-1.198400497E+00
       724, 7.000000216E-03,-4.173589870E-03,-2.795332111E-03,-3.005558968E+00
       725, 7.000000216E-03,-4.168481566E-03,-2.807501471E-03,-4.099154472E+00
       726, 7.000000216E-03,-4.162351601E-03,-2.822104609E-03,-4.854004860E+00
       727, 7.000000216E-03,-4.154996015E-03,-2.839628607E-03,-5.422519207E+00
       728, 7.000000216E-03,-4.217592999E-03,-2.811748069E-03,-1.161860704E+00
       729, 7.000000216E-03,-4.211560823E-03,-2.820701804E-03,-2.991547346E+00
       730, 7.000000216E-03,-4.204323050E-03,-2.831446473E-03,-4.100559235E+00
       731, 7.000000216E-03,-4.195637070E-03,-2.844339935E-03,-4.852470875E+00
       732, 7.000000216E-03,-4.185214173E-03,-2.859812696E-03,-5.416016102E+00
       733, 7.000000216E-03,-3.874015529E-03,-3.154664999E-03,-1.142357945E+00
       734, 7.000000216E-03,-3.882457502E-03,-3.147691954E-03,-2.955044031E+00
       735, 7.000000216E-03,-3.892588196E-03,-3.139324021E-03,-4.093503952E+00
       736, 7.000000216E-03,-3.904745448E-03,-3.129282733E-03,-4.853195667E+00
       737, 7.000000216E-03,-3.919333685E-03,-3.117233049E-03,-5.398779392E+00
       738, 7.000000216E-03,-3.873946844E-03,-2.845431212E-03,-1.169777632E+00
       739, 7.000000216E-03,-3.882238641E-03,-2.852615900E-03,-2.969067335E+00
       740, 7.000000216E-03,-3.892188659E-03,-2.861237386E-03,-4.049170971E+00
       741, 7.000000216E-03,-3.904128447E-03,-2.871583216E-03,-4.782604694E+00
       742, 7.000000216E-03,-3.918456379E-03,-2.883998211E-03,-5.343567848E+00
       743, 7.000000216E-03,-3.847604617E-03,-3.115403233E-03,-1.116871595E+00
       744, 7.000000216E-03,-3.857555799E-03,-3.111270489E-03,-2.936686277E+00
       745, 7.000000216E-03,-3.869497450E-03,-3.106311429E-03,-4.086841106E+00
       746, 7.000000216E-03,-3.883827478E-03,-3.100360744E-03,-4.858098984E+00
       747, 7.000000216E-03,-3.901023418E-03,-3.093219362E-03,-5.411411285E+00
       748, 7.000000216E-03,-3.829369321E-03,-3.071795683E-03,-1.134854555E+00
       749, 7.000000216E-03,-3.840265330E-03,-3.070859006E-03,-2.942883015E+00
       750, 7.000000216E-03,-3.853339935E-03,-3.069734666E-03,-4.087700844E+00
       751, 7.000000216E-03,-3.869029693E-03,-3.068385646E-03,-4.863752842E+00
       752, 7.000000216E-03,-3.887857543E-03,-3.066766774E-03,-5.429628849E+00
       753, 7.000000216E-03,-3.819833044E-03,-3.025011159E-03,-1.141793847E+00
       754, 7.000000216E-03,-3.830682253E-03,-3.026386723E-03,-2.944058418E+00
       755, 7.000000216E-03,-3.843700979E-03,-3.028037492E-03,-4.074707031E+00
       756, 7.000000216E-03,-3.859323682E-03,-3.030018182E-03,-4.846805096E+00
       757, 7.000000216E-03,-3.878070740E-03,-3.032394918E-03,-5.415953636E+00
       758, 7.000000216E-03,-4.250984639E-03,-2.845335053E-03,-1.184109211E+00
       759, 7.000000216E-03,-4.242542200E-03,-2.852308098E-03,-3.022479296E+00
       760, 7.000000216E-03,-4.232411273E-03,-2.860676032E-03,-4.142129421E+00
       761, 7.000000216E-03,-4.220254719E-03,-2.870717552E-03,-4.901984692E+00
       762, 7.000000216E-03,-4.205666482E-03,-2.882767003E-03,-5.468352318E+00
       763, 7.000000216E-03,-3.819763660E-03,-2.976776101E-03,-1.188826561E+00
       764, 7.000000216E-03,-3.830459435E-03,-2.979333745E-03,-2.989099979E+00
       765, 7.000000216E-03,-3.843294224E-03,-2.982402686E-03,-4.094226360E+00
       766, 7.000000216E-03,-3.858696204E-03,-2.986085135E-03,-4.854382038E+00
       767, 7.000000216E-03,-3.877178533E-03,-2.990504494E-03,-5.424614429E+00
       768, 7.000000216E-03,-3.829299938E-03,-2.928842790E-03,-1.182218790E+00
       769, 7.000000216E-03,-3.840042278E-03,-2.931185067E-03,-2.963735580E+00
       770, 7.000000216E-03,-3.852933180E-03,-2.933995798E-03,-4.049311161E+00
       771, 7.000000216E-03,-3.868402448E-03,-2.937368117E-03,-4.799453735E+00
       772, 7.000000216E-03,-3.886965336E-03,-2.941415412E-03,-5.368434906E+00
       773, 7.000000216E-03,-3.847536165E-03,-2.884692978E-03,-1.133533120E+00
       774, 7.000000216E-03,-3.857336938E-03,-2.889036667E-03,-2.933839321E+00
       775, 7.000000216E-03,-3.869097680E-03,-2.894249978E-03,-4.017221928E+00
       776, 7.000000216E-03,-3.883210709E-03,-2.900504973E-03,-4.748880386E+00
       777, 7.000000216E-03,-3.900146345E-03,-2.908011898E-03,-5.307187080E+00
       778, 7.000000216E-03,-4.277592059E-03,-2.885194495E-03,-1.179850101E+00
       779, 7.000000216E-03,-4.268073477E-03,-2.890642267E-03,-3.002075672E+00
       780, 7.000000216E-03,-4.256651737E-03,-2.897179220E-03,-4.119800568E+00
       781, 7.000000216E-03,-4.242945462E-03,-2.905023750E-03,-4.885575771E+00
       782, 7.000000216E-03,-4.226497840E-03,-2.914437093E-03,-5.455723763E+00
       783, 7.000000216E-03,-4.295826890E-03,-2.928801812E-03,-1.125498414E+00
       784, 7.000000216E-03,-4.285364412E-03,-2.931053750E-03,-2.943676472E+00
       785, 7.000000216E-03,-4.272809252E-03,-2.933755983E-03,-4.066907883E+00
       786, 7.000000216E-03,-4.257743247E-03,-2.936998615E-03,-4.827771664E+00
       787, 7.000000216E-03,-4.239663482E-03,-2.940889914E-03,-5.392868042E+00
       788, 7.000000216E-03,-3.959028982E-03,-2.879063599E-03,-5.840577126E+00
       789, 7.000000216E-03,-4.305166658E-03,-2.974988427E-03,-1.138581157E+00
       790, 7.000000216E-03,-4.294318147E-03,-2.973613096E-03,-2.935551167E+00
       791, 7.000000216E-03,-4.281298723E-03,-2.971962560E-03,-4.052486897E+00
       792, 7.000000216E-03,-4.265676253E-03,-2.969981870E-03,-4.806212902E+00
       793, 7.000000216E-03,-4.246929195E-03,-2.967605134E-03,-5.369426727E+00
       794, 7.000000216E-03,-3.977077547E-03,-2.862878609E-03,-5.807691097E+00
       795, 7.000000216E-03,-4.000876099E-03,-2.854322549E-03,-5.867815495E+00
       796, 7.000000216E-03,-4.305236507E-03,-3.023223951E-03,-1.158970594E+00
       797, 7.000000216E-03,-4.294540733E-03,-3.020666540E-03,-2.923548222E+00
       798, 7.000000216E-03,-4.281705711E-03,-3.017597366E-03,-4.008992672E+00
       799, 7.000000216E-03,-4.266303964E-03,-3.013914917E-03,-4.753674030E+00
       800, 7.000000216E-03,-4.247821402E-03,-3.009495558E-03,-5.319867611E+00
       801, 7.000000216E-03,-4.032684956E-03,-2.846106654E-03,-5.910558701E+00
       802, 7.000000216E-03,-4.071339965E-03,-2.843833761E-03,-5.936227798E+00
       803, 7.000000216E-03,-4.109811503E-03,-2.847714815E-03,-5.917551517E+00
       804, 7.000000216E-03,-4.295846447E-03,-3.070672741E-03,-1.119511962E+00
       805, 7.000000216E-03,-4.285425879E-03,-3.067264799E-03,-2.848951101E+00
       806, 7.000000216E-03,-4.272921011E-03,-3.063175362E-03,-3.911061764E+00
       807, 7.000000216E-03,-4.257915076E-03,-3.058268223E-03,-4.642604351E+00
       808, 7.000000216E-03,-4.239908420E-03,-3.052379470E-03,-5.198516846E+00
       809, 7.000000216E-03,-4.142353311E-03,-2.863029484E-03,-5.930964470E+00
       810, 7.000000216E-03,-3.907407168E-03,-3.188251983E-03,-1.093261957E+00
       811, 7.000000216E-03,-3.913438879E-03,-3.179298248E-03,-2.878496647E+00
       812, 7.000000216E-03,-3.920677118E-03,-3.168553580E-03,-4.005172253E+00
       813, 7.000000216E-03,-3.929362632E-03,-3.155659884E-03,-4.745268345E+00
       814, 7.000000216E-03,-3.939785529E-03,-3.140187357E-03,-5.280451298E+00
       815, 7.000000216E-03,-4.168621264E-03,-2.880262211E-03,-5.961509228E+00
       816, 7.000000216E-03,-3.937120084E-03,-2.901427913E-03,-5.834119320E+00
       817, 7.000000216E-03,-4.277610220E-03,-3.114822786E-03,-1.049399853E+00
       818, 7.000000216E-03,-4.268131219E-03,-3.109412966E-03,-2.724801064E+00
       819, 7.000000216E-03,-4.256756511E-03,-3.102921182E-03,-3.785760641E+00
       820, 7.000000216E-03,-4.243107047E-03,-3.095131135E-03,-4.512807369E+00
       821, 7.000000216E-03,-4.226727411E-03,-3.085782984E-03,-5.067672253E+00
       822, 7.000000216E-03,-3.938676789E-03,-3.100443864E-03,-5.839035511E+00
       823, 7.000000216E-03,-3.922374919E-03,-3.080722177E-03,-5.886468887E+00
       824, 7.000000216E-03,-4.251052625E-03,-3.154568840E-03,-9.803535342E-01
       825, 7.000000216E-03,-4.242761061E-03,-3.147384152E-03,-2.575521231E+00
       826, 7.000000216E-03,-4.232811742E-03,-3.138762666E-03,-3.633911371E+00
       827, 7.000000216E-03,-4.220871255E-03,-3.128416836E-03,-4.362713337E+00
       828, 7.000000216E-03,-4.206543323E-03,-3.116001841E-03,-4.926220417E+00
       829, 7.000000216E-03,-3.910030704E-03,-3.060973249E-03,-5.859060287E+00
       830, 7.000000216E-03,-3.903462784E-03,-3.031472908E-03,-5.911944389E+00
       831, 7.000000216E-03,-4.186538979E-03,-2.897445578E-03,-5.927803516E+00
       832, 7.000000216E-03,-4.217165057E-03,-3.188484814E-03,-8.869413733E-01
       833, 7.000000216E-03,-4.210191779E-03,-3.180042375E-03,-2.391777992E+00
       834, 7.000000216E-03,-4.201823846E-03,-3.169911448E-03,-3.451495886E+00
       835, 7.000000216E-03,-4.191782326E-03,-3.157754662E-03,-4.181755543E+00
       836, 7.000000216E-03,-4.179732874E-03,-3.143166658E-03,-4.752920151E+00
       837, 7.000000216E-03,-3.902740777E-03,-2.993756207E-03,-5.921140671E+00
       838, 7.000000216E-03,-3.911363892E-03,-2.949877409E-03,-5.882167816E+00
       839, 7.000000216E-03,-3.921465483E-03,-2.919488586E-03,-5.835087299E+00
       840, 7.000000216E-03,-4.177903291E-03,-3.214895260E-03,-7.925491333E-01
       841, 7.000000216E-03,-4.173770547E-03,-3.204944078E-03,-2.215367317E+00
       842, 7.000000216E-03,-4.168811254E-03,-3.193002660E-03,-3.281359434E+00
       843, 7.000000216E-03,-4.162860569E-03,-3.178672632E-03,-4.018931389E+00
       844, 7.000000216E-03,-4.155719653E-03,-3.161476692E-03,-4.600708008E+00
       845, 7.000000216E-03,-4.202847369E-03,-2.924629720E-03,-5.953018188E+00
       846, 7.000000216E-03,-4.134295974E-03,-3.233130556E-03,-7.712634206E-01
       847, 7.000000216E-03,-4.133358598E-03,-3.222234780E-03,-2.151831627E+00
       848, 7.000000216E-03,-4.132234957E-03,-3.209159942E-03,-3.207305193E+00
       849, 7.000000216E-03,-4.130885936E-03,-3.193470184E-03,-3.943209648E+00
       850, 7.000000216E-03,-4.129266832E-03,-3.174642334E-03,-4.526826382E+00
       851, 7.000000216E-03,-4.214614630E-03,-2.947199857E-03,-5.933336258E+00
       852, 7.000000216E-03,-4.221601412E-03,-2.970702481E-03,-5.881106377E+00
       853, 7.000000216E-03,-3.956689499E-03,-3.119452158E-03,-5.764260769E+00
       854, 7.000000216E-03,-4.224714823E-03,-3.006509272E-03,-5.781086922E+00
       855, 7.000000216E-03,-4.087511916E-03,-3.242666833E-03,-8.074846864E-01
       856, 7.000000216E-03,-4.088887013E-03,-3.231817624E-03,-2.225947380E+00
       857, 7.000000216E-03,-4.090537317E-03,-3.218798898E-03,-3.271921396E+00
       858, 7.000000216E-03,-4.092518240E-03,-3.203176428E-03,-3.985392570E+00
       859, 7.000000216E-03,-4.094894975E-03,-3.184429370E-03,-4.535914898E+00
       860, 7.000000216E-03,-4.216694739E-03,-3.041146789E-03,-5.699944496E+00
       861, 7.000000216E-03,-4.204576835E-03,-3.070693463E-03,-5.618612289E+00
       862, 7.000000216E-03,-4.039276391E-03,-3.242736449E-03,-9.340940714E-01
       863, 7.000000216E-03,-4.041833803E-03,-3.232040443E-03,-2.464965582E+00
       864, 7.000000216E-03,-4.044902511E-03,-3.219205653E-03,-3.501377106E+00
       865, 7.000000216E-03,-4.048584960E-03,-3.203803673E-03,-4.201886177E+00
       866, 7.000000216E-03,-4.053004552E-03,-3.185321577E-03,-4.728008270E+00
       867, 7.000000216E-03,-4.187470302E-03,-3.096976085E-03,-5.462708950E+00
       868, 7.000000216E-03,-4.165485501E-03,-3.120959271E-03,-5.317127705E+00
       869, 7.000000216E-03,-4.147572443E-03,-3.137384774E-03,-5.174724102E+00
       870, 7.000000216E-03,-3.991343081E-03,-3.233200172E-03,-1.033854961E+00
       871, 7.000000216E-03,-3.993684892E-03,-3.222457599E-03,-2.666232824E+00
       872, 7.000000216E-03,-3.996495157E-03,-3.209566697E-03,-3.720747709E+00
       873, 7.000000216E-03,-3.999868408E-03,-3.194097662E-03,-4.441140175E+00
       874, 7.000000216E-03,-4.003915004E-03,-3.175534774E-03,-4.980010509E+00
       875, 7.000000216E-03,-4.123950377E-03,-3.146128962E-03,-5.157923222E+00
       876, 7.000000216E-03,-4.092365503E-03,-3.154431470E-03,-5.174466610E+00
       877, 7.000000216E-03,-3.946668934E-03,-3.214662895E-03,-1.061559439E+00
       878, 7.000000216E-03,-3.949860111E-03,-3.204199951E-03,-2.778756142E+00
       879, 7.000000216E-03,-3.953689244E-03,-3.191644559E-03,-3.872988224E+00
       880, 7.000000216E-03,-3.958284855E-03,-3.176577855E-03,-4.604849815E+00
       881, 7.000000216E-03,-3.963798750E-03,-3.158497857E-03,-5.150376320E+00
       882, 7.000000216E-03,-4.053591751E-03,-3.156634280E-03,-5.279451847E+00
       883, 7.000000216E-03,-4.010304809E-03,-3.151132492E-03,-5.429025173E+00
       884, 7.000000216E-03,-3.978077322E-03,-3.135835985E-03,-5.638562679E+00
       885, 7.000000216E-03,-4.132015165E-03,-2.990786918E-03,-6.570079803E+00
       886, 7.000000216E-03,-4.164315760E-03,-2.986548934E-03,-6.442327023E+00
       887, 7.000000216E-03,-4.097781610E-03,-2.996005118E-03,-6.623366833E+00
       888, 7.000000216E-03,-3.978964407E-03,-2.893635537E-03,-6.195801735E+00
       889, 7.000000216E-03,-4.047879018E-03,-3.120344132E-03,-5.794705868E+00
       890, 7.000000216E-03,-3.947338555E-03,-2.928773407E-03,-6.202404976E+00
       891, 7.000000216E-03,-4.040957429E-03,-3.083990887E-03,-6.167775154E+00
       892, 7.000000216E-03,-3.978705499E-03,-2.930987161E-03,-6.428235054E+00
       893, 7.000000216E-03,-4.193025641E-03,-2.979934681E-03,-6.233477592E+00
       894, 7.000000216E-03,-4.077326506E-03,-2.881077817E-03,-6.365279675E+00
       895, 7.000000216E-03,-4.007630982E-03,-2.891305136E-03,-6.320846558E+00
       896, 7.000000216E-03,-4.035065416E-03,-3.046482336E-03,-6.440667629E+00
       897, 7.000000216E-03,-3.934389446E-03,-3.058083123E-03,-6.158622265E+00
       898, 7.000000216E-03,-4.171825945E-03,-3.025555052E-03,-6.257289410E+00
       899, 7.000000216E-03,-4.200072493E-03,-3.014364047E-03,-6.079896450E+00
       900, 7.000000216E-03,-4.040317144E-03,-2.885532798E-03,-6.373671055E+00
       901, 7.000000216E-03,-3.938795999E-03,-2.961505204E-03,-6.252957344E+00
       902, 7.000000216E-03,-4.008388612E-03,-3.122234019E-03,-5.838047981E+00
       903, 7.000000216E-03,-4.084962886E-03,-3.116007661E-03,-5.756885529E+00
       904, 7.000000216E-03,-4.138390999E-03,-3.030249849E-03,-6.398350716E+00
